,PMID,Type,Content,MaxLine
174,17244351,t,"Combining global genome and transcriptome approaches to identify the candidate genes of small-effect quantitative trait loci in collagen-induced arthritis
",
175,17244351,a,"
Abstract

Quantitative traits such as complex diseases are controlled by many small-effect genes that are difficult to identify. Here we present a novel strategy to identify the candidate genes for small-effect quantitative trait loci (QTL) in collagen induced arthritis (CIA) using global genome and transcriptome approaches. First, we performed genome linkage analysis in F2 progeny of the CIA susceptible and resistant strains to search for small-effect QTL. Second, we detected gene expression patterns of both strains during CIA. The candidate genes were identified using three criteria: they are located in a genomic region linked to CIA; they are disease-specific differentially expressed during CIA; and they are strain-specific differentially expressed regarding the two parental strains. Eight small-effect QTL controlling CIA severity were identified. Of 22,000 screened genes, 117 were both strain-specific and disease-specific differentially expressed during CIA. Of these 117 genes, 21 were located inside the support intervals of the 8 small-effect QTL and thus were considered as candidate genes.
",1269.0
176,17425782,t,"Pygo1 and Pygo2 roles in Wnt signaling in mammalian kidney development
",
177,17425782,a,"
Abstract

Background

The pygopus gene of Drosophila encodes an essential component of the Armadillo (β-catenin) transcription factor complex of canonical Wnt signaling. To better understand the functions of Pygopus-mediated canonical Wnt signaling in kidney development, targeted mutations were made in the two mammalian orthologs, Pygo1 and Pygo2.

Results

Each mutation deleted >80% of the coding sequence, including the critical PHD domain, and almost certainly resulted in null function. Pygo2 homozygous mutants, with rare exception, died shortly after birth, with a phenotype including lens agenesis, growth retardation, altered kidney development, and in some cases exencephaly and cleft palate. Pygo1 homozygous mutants, however, were viable and fertile, with no detectable developmental defects. Double Pygo1/Pygo2 homozygous mutants showed no apparent synergy in phenotype severity. The BAT-gal transgene reporter of canonical Wnt signaling showed reduced levels of expression in Pygo1-/-/Pygo2-/- mutants, with tissue-specific variation in degree of diminution. The Pygo1 and Pygo2 genes both showed widespread expression in the developing kidney, with raised levels in the stromal cell compartment. Confocal analysis of the double mutant kidneys showed disturbance of both the ureteric bud and metanephric mesenchyme-derived compartments. Branching morphogenesis of the ureteric bud was altered, with expanded tips and reduced tip density, probably contributing to the smaller size of the mutant kidney. In addition, there was an expansion of the zone of condensed mesenchyme capping the ureteric bud. Nephron formation, however, proceeded normally. Microarray analysis showed changed expression of several genes, including Cxcl13, Slc5a2, Klk5, Ren2 and Timeless, which represent candidate Wnt targets in kidney development.

Conclusion

The mammalian Pygopus genes are required for normal branching morphogenesis of the ureteric bud during kidney development. Nevertheless, the relatively mild phenotype observed in the kidney, as well as other organ systems, indicates a striking evolutionary divergence of Pygopus function between mammals and Drosophila. In mammals, the Pygo1/Pygo2 genes are not absolutely required for canonical Wnt signaling in most developing systems, but rather function as quantitative transducers, or modulators, of Wnt signal intensity.

",2453.0
178,17447844,t,"A Mammal-Specific Doublesex Homolog Associates with Male Sex Chromatin and Is Required for Male Meiosis
",
179,17447844,a,"
Abstract

Gametogenesis is a sexually dimorphic process requiring profound differences in germ cell differentiation between the sexes. In mammals, the presence of heteromorphic sex chromosomes in males creates additional sex-specific challenges, including incomplete X and Y pairing during meiotic prophase. This triggers formation of a heterochromatin domain, the XY body. The XY body disassembles after prophase, but specialized sex chromatin persists, with further modification, through meiosis. Here, we investigate the function of DMRT7, a mammal-specific protein related to the invertebrate sexual regulators Doublesex and MAB-3. We find that DMRT7 preferentially localizes to the XY body in the pachytene stage of meiotic prophase and is required for male meiosis. In Dmrt7 mutants, meiotic pairing and recombination appear normal, and a transcriptionally silenced XY body with appropriate chromatin marks is formed, but most germ cells undergo apoptosis during pachynema. A minority of mutant cells can progress to diplonema, but many of these escaping cells have abnormal sex chromatin lacking histone H3K9 di- and trimethylation and heterochromatin protein 1β accumulation, modifications that normally occur between pachynema and diplonema. Based on the localization of DMRT7 to the XY body and the sex chromatin defects observed in Dmrt7 mutants, we conclude that DMRT7 plays a role in the sex chromatin transformation that occurs between pachynema and diplonema. We suggest that DMRT7 may help control the transition from meiotic sex chromosome inactivation to postmeiotic sex chromatin in males. In addition, because it is found in all branches of mammals, but not in other vertebrates, Dmrt7 may shed light on evolution of meiosis and of sex chromatin.
",1872.0
180,17465682,t,"PPAR gamma 2 Prevents Lipotoxicity by Controlling Adipose Tissue Expandability and Peripheral Lipid Metabolism
",
181,17465682,a,"
Abstract

Peroxisome proliferator activated receptor gamma 2 (PPARg2) is the nutritionally regulated isoform of PPARg. Ablation of PPARg2 in the ob/ob background, PPARg2−/− Lepob/Lepob (POKO mouse), resulted in decreased fat mass, severe insulin resistance, β-cell failure, and dyslipidaemia. Our results indicate that the PPARg2 isoform plays an important role, mediating adipose tissue expansion in response to positive energy balance. Lipidomic analyses suggest that PPARg2 plays an important antilipotoxic role when induced ectopically in liver and muscle by facilitating deposition of fat as relatively harmless triacylglycerol species and thus preventing accumulation of reactive lipid species. Our data also indicate that PPARg2 may be required for the β-cell hypertrophic adaptive response to insulin resistance. In summary, the PPARg2 isoform prevents lipotoxicity by (a) promoting adipose tissue expansion, (b) increasing the lipid-buffering capacity of peripheral organs, and (c) facilitating the adaptive proliferative response of β-cells to insulin resistance.
",1186.0
182,17503968,t,"A KATP Channel-Dependent Pathway within α Cells Regulates Glucagon Release from Both Rodent and Human Islets of Langerhans 
",
183,17503968,a,"
Abstract

Glucagon, secreted from pancreatic islet α cells, stimulates gluconeogenesis and liver glycogen breakdown. The mechanism regulating glucagon release is debated, and variously attributed to neuronal control, paracrine control by neighbouring β cells, or to an intrinsic glucose sensing by the α cells themselves. We examined hormone secretion and Ca2+ responses of α and β cells within intact rodent and human islets. Glucose-dependent suppression of glucagon release persisted when paracrine GABA or Zn2+ signalling was blocked, but was reversed by low concentrations (1–20 μM) of the ATP-sensitive K+ (KATP) channel opener diazoxide, which had no effect on insulin release or β cell responses. This effect was prevented by the KATP channel blocker tolbutamide (100 μM). Higher diazoxide concentrations (≥30 μM) decreased glucagon and insulin secretion, and α- and β-cell Ca2+ responses, in parallel. In the absence of glucose, tolbutamide at low concentrations (<1 μM) stimulated glucagon secretion, whereas high concentrations (>10 μM) were inhibitory. In the presence of a maximally inhibitory concentration of tolbutamide (0.5 mM), glucose had no additional suppressive effect. Downstream of the KATP channel, inhibition of voltage-gated Na+ (TTX) and N-type Ca2+ channels (ω-conotoxin), but not L-type Ca2+ channels (nifedipine), prevented glucagon secretion. Both the N-type Ca2+ channels and α-cell exocytosis were inactivated at depolarised membrane potentials. Rodent and human glucagon secretion is regulated by an α-cell KATP channel-dependent mechanism. We propose that elevated glucose reduces electrical activity and exocytosis via depolarisation-induced inactivation of ion channels involved in action potential firing and secretion.
",1884.0
184,17565376,t,"CARD15/NOD2 Is Required for Peyer's Patches Homeostasis in Mice
",
185,17565376,a,"
Abstract

Background

CARD15/NOD2 mutations are associated with susceptibility to Crohn's Disease (CD) and Graft Versus Host Disease (GVHD). CD and GVHD are suspected to be related with the dysfunction of Peyer's patches (PP) and isolated lymphoid follicles (LFs). Using a new mouse model invalidated for Card15/Nod2 (KO), we thus analysed the impact of the gene in these lymphoid formations together with the development of experimental colitis.

Methodology/Principal Findings

At weeks 4, 12 and 52, the numbers of PPs and LFs were higher in KO mice while no difference was observed at birth. At weeks 4 and 12, the size and cellular composition of PPs were analysed by flow cytometry and immunohistochemistry. PPs of KO mice were larger with an increased proportion of M cells and CD4+ T-cells. KO mice were also characterised by higher concentrations of TNFα, IFNγ, IL12 and IL4 measured by ELISA. In contrast, little differences were found in the PP-free ileum and the spleen of KO mice. By Ussing chamber experiments, we found that this PP phenotype is associated with an increased of both paracellular permeability and yeast/bacterial translocation. Finally, KO mice were more susceptible to the colitis induced by TNBS.

Conclusions

Card15/Nod2 deficiency induces an abnormal development and function of the PPs characterised by an exaggerated immune response and an increased permeability. These observations provide a comprehensive link between the molecular defect and the Human CARD15/NOD2 associated disorders: CD and GVHD.

",1605.0
186,17590087,t,"Deletion at ITPR1 Underlies Ataxia in Mice and Spinocerebellar Ataxia 15 in Humans
",
187,17590087,a,"
Abstract

We observed a severe autosomal recessive movement disorder in mice used within our laboratory. We pursued a series of experiments to define the genetic lesion underlying this disorder and to identify a cognate disease in humans with mutation at the same locus. Through linkage and sequence analysis we show here that this disorder is caused by a homozygous in-frame 18-bp deletion in Itpr1 (Itpr1Δ18/Δ18), encoding inositol 1,4,5-triphosphate receptor 1. A previously reported spontaneous Itpr1 mutation in mice causes a phenotype identical to that observed here. In both models in-frame deletion within Itpr1 leads to a decrease in the normally high level of Itpr1 expression in cerebellar Purkinje cells. Spinocerebellar ataxia 15 (SCA15), a human autosomal dominant disorder, maps to the genomic region containing ITPR1; however, to date no causal mutations had been identified. Because ataxia is a prominent feature in Itpr1 mutant mice, we performed a series of experiments to test the hypothesis that mutation at ITPR1 may be the cause of SCA15. We show here that heterozygous deletion of the 5′ part of the ITPR1 gene, encompassing exons 1–10, 1–40, and 1–44 in three studied families, underlies SCA15 in humans.
",1314.0
188,17608565,t,"Rb-Mediated Neuronal Differentiation through Cell-Cycle–Independent Regulation of E2f3a
",
189,17608565,a,"
Abstract

It has long been known that loss of the retinoblastoma protein (Rb) perturbs neural differentiation, but the underlying mechanism has never been solved. Rb absence impairs cell cycle exit and triggers death of some neurons, so differentiation defects may well be indirect. Indeed, we show that abnormalities in both differentiation and light-evoked electrophysiological responses in Rb-deficient retinal cells are rescued when ectopic division and apoptosis are blocked specifically by deleting E2f transcription factor (E2f) 1. However, comprehensive cell-type analysis of the rescued double-null retina exposed cell-cycle–independent differentiation defects specifically in starburst amacrine cells (SACs), cholinergic interneurons critical in direction selectivity and developmentally important rhythmic bursts. Typically, Rb is thought to block division by repressing E2fs, but to promote differentiation by potentiating tissue-specific factors. Remarkably, however, Rb promotes SAC differentiation by inhibiting E2f3 activity. Two E2f3 isoforms exist, and we find both in the developing retina, although intriguingly they show distinct subcellular distribution. E2f3b is thought to mediate Rb function in quiescent cells. However, in what is to our knowledge the first work to dissect E2f isoform function in vivo we show that Rb promotes SAC differentiation through E2f3a. These data reveal a mechanism through which Rb regulates neural differentiation directly, and, unexpectedly, it involves inhibition of E2f3a, not potentiation of tissue-specific factors.
",1665.0
190,17677002,t,"Complex Seizure Disorder Caused by Brunol4 Deficiency in Mice
",
191,17677002,a,"
Abstract

Idiopathic epilepsy is a common human disorder with a strong genetic component, usually exhibiting complex inheritance. We describe a new mouse mutation in C57BL/6J mice, called frequent-flyer (Ff), in which disruption of the gene encoding RNA-binding protein Bruno-like 4 (Brunol4) leads to limbic and severe tonic–clonic seizures in heterozygous mutants beginning in their third month. Younger heterozygous adults have a reduced seizure threshold. Although homozygotes do not survive well on the C57BL/6J background, on mixed backgrounds homozygotes and some heterozygotes also display spike-wave discharges, the electroencephalographic manifestation of absence epilepsy. Brunol4 is widely expressed in the brain with enrichment in the hippocampus. Gene expression profiling and subsequent analysis revealed the down-regulation of at least four RNA molecules encoding proteins known to be involved in neuroexcitability, particularly in mutant hippocampus. Genetic and phenotypic assessment suggests that Brunol4 deficiency in mice results in a complex seizure phenotype, likely due to the coordinate dysregulation of several molecules, providing a unique new animal model of epilepsy that mimics the complex genetic architecture of common disease.
",1323.0
192,17696610,t,"Mouse Pachytene Checkpoint 2 (Trip13) Is Required for Completing Meiotic Recombination but Not Synapsis
",
193,17696610,a,"
Abstract

In mammalian meiosis, homologous chromosome synapsis is coupled with recombination. As in most eukaryotes, mammalian meiocytes have checkpoints that monitor the fidelity of these processes. We report that the mouse ortholog (Trip13) of pachytene checkpoint 2 (PCH2), an essential component of the synapsis checkpoint in Saccharomyces cerevisiae and Caenorhabditis elegans, is required for completion of meiosis in both sexes. TRIP13-deficient mice exhibit spermatocyte death in pachynema and loss of oocytes around birth. The chromosomes of mutant spermatocytes synapse fully, yet retain several markers of recombination intermediates, including RAD51, BLM, and RPA. These chromosomes also exhibited the chiasmata markers MLH1 and MLH3, and okadaic acid treatment of mutant spermatocytes caused progression to metaphase I with bivalent chromosomes. Double mutant analysis demonstrated that the recombination and synapsis genes Spo11, Mei1, Rec8, and Dmc1 are all epistatic to Trip13, suggesting that TRIP13 does not have meiotic checkpoint function in mice. Our data indicate that TRIP13 is required after strand invasion for completing a subset of recombination events, but possibly not those destined to be crossovers. To our knowledge, this is the first model to separate recombination defects from asynapsis in mammalian meiosis, and provides the first evidence that unrepaired DNA damage alone can trigger the pachytene checkpoint response in mice.
",1569.0
